"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1369870																																						1438	252	1023	0	1321	0	84	0	993	8144	0	93	93	0	0	3014	0	0	8051	9	8144	0	0	0	0	8172	0	0	0	1	1231	0	0	0	-130	19	0	0	0	8051	
1377521																																						5084	13221	229	0	0	0	1774	723	4194	88472	73322	2039	75361	0	1098	0	0	0	13111	230	88472	0	0	9005	0	3876	0	26780	46542	1	1231	0	61345	60247	0	3000	0	0	0	13111	
1386251																																						380039	123377	3668	32473	390742	2381	91404	5244	110707	3941217	3491339	39890	3532479	0	36764	29447	0	0	408738	20863	3941217	0	0	289835	20000	65341	8772	1003868	2487471	2	1231	0	2799727	2762963	12699	0	0	1250	0	408738	
1390324																																						44	2413	0	0	25303	0	2241	0	800	72880	57293	2499	66730	0	437	0	0	0	6150	1411	72880	0	0	2998	0	1482	0	9243	48050	2	1231	0	37183	36746	259	5333	0	0	6938	6150	
1391170																																						99503	29497	147	4000	31922	0	22453	33033	32159	1061637	968291	6274	1005565	0	21511	0	31000	0	56072	976	1061637	0	0	-19054	0	73653	375	44161	924130	2	1231	0	776109	754598	497	53950	0	0	0	56072	
1391778																																						0	45848	20006	9526	491893	0	691	0	507394	1552503	727800	271910	999710	0	28263	0	0	0	552793	17500	1552503	0	0	544932	0	22983	0	0	727800	1	1231	0	505408	477145	-32622	0	0	0	0	552793	
1393624																																						2050	6658	562	0	85562	0	15225	3385	24509	665808	556446	10631	611517	0	10037	0	28010	0	54291	750	665808	0	0	14666	0	38011	5438	65686	490760	2	1231	0	532456	522419	864	0	0	64	16366	54291	
1394621																																						478	18910	0	81961	0	0	12227	8523	8229	528406	468300	3178	471646	0	4657	0	168	0	56760	44	528406	0	0	55640	0	1076	0	49765	418535	1	1231	0	402735	398078	0	0	0	0	0	56760	
1394676	1246540	49103	0	1672	7099948	0	30	0	1842881	24470107	2313509	21284385	0	1179380	0	8953827	0	3185722	50	24470107	0	0	2753799	0	421719	929955	1	0	14479358	13299978	10154	0	0	3185722	1305154	0	1305154										24470107	8711895		21284385				8953827											147609	8564286		1231					0	0	0	0		
1396483																																						4049	7353	731	620	25023	0	4534	155	2369	225585	181759	1226	201846	0	2021	0	18861	0	23739	1258	225585	0	0	15681	0	6415	0	19605	162154	2	12/31	0	175820	173799	385	6952	0	0	0	23739	
1396700																																						523	5387	1794	0	32970	0	9318	0	4583	199655	140481	5746	158227	0	1842	18256	12000	0	41428	1640	199655	0	0	2609	0	37137	0	28368	112114	2	1231	0	120596	118754	42	8070	0	0	0	41428	
1396764																																						36854	6254	0	356	299094	0	4327	0	44094	854109	690625	8784	794800	0	9357	18549	38391	0	59309	3617	854109	0	0	-50428	0	144492	0	53525	637100	1	1231	0	453938	444581	-38372	0	0	0	57000	59309	
1397471																																						0	6502	28	17316	3498	0	7202	4765	2589	167727	152572	899	153471	0	1117	152	0	0	14256	1000	167727	0	0	11764	0	1500	16556	20616	131956	4	1231	0	96466	95349	-8	13770	0	0	0	14256	
1398580																																						5521	39184	4787	0	430219	0	11749	4822	124911	2822391	2099912	47933	2497845	0	50504	2509	350000	0	324546	16386	2822391	0	0	176205	0	129940	10965	299140	1800772	2	1231	0	2088228	2037724	2015	150000	0	0	0	324546	
1401387																																						11656	6696	0	7631	30869	0	4682	0	14463	322404	240863	1616	282141	0	2284	0	39662	0	40263	5856	322404	0	0	5267	0	28711	0	36844	204019	1	1231	0	248580	246296	429	111	0	0	0	40263	
1401686																																						30964	9196	14196	0	111294	0	17690	8818	10751	616321	417142	8609	485538	0	11169	69570	38000	0	130783	0	616321	0	0	-5419	0	134958	0	6669	410473	2	1231	0	345932	334763	1244	9079	0	0	21787	130783	
1401891																																						14	1064	0	0	6418	0	534	243	603	32101	29041	290	29331	0	208	0	0	0	2770	300	32101	0	0	251	0	2200	0	3681	25360	4	1231	0	19933	19725	19	3500	0	0	0	2770	
1401903																																						145421	121	0	0	51224	0	12	0	3742	361905	298702	1866	332568	0	1636	0	32000	0	29336	750	361904	0	0	28086	0	500	0	0	298702	1	1231	0	155923	154287	0	385	6713	0	0	29336	
1402384																																						0	6367	0	0	8764	0	7185	3718	2549	164734	149217	1223	150440	0	2125	0	0	0	14295	500	164735	0	0	12288	0	1500	0	10382	138835	1	1231	0	132771	130646	7	5505	0	0	0	14295	
1402405																																						6581	1803	0	0	2977	0	1145	2054	2025	96665	86399	317	89329	0	2037	0	2613	0	7336	6232	96665	0	0	-783	0	1881	0	6764	79635	1	1231	0	72693	70656	6	9424	0	0	0	7336	
1402610																																						605	38126	0	689	298268	30	27345	6990	39849	1338392	1103004	8942	1241516	0	13488	140	80806	0	96876	3125	1338392	0	0	39133	0	53624	20809	110052	992952	2	1231	0	859029	845541	994	60000	0	0	48764	96876	
1402629																																						268	13018	0	1834	27122	0	1249	1570	4977	157320	121918	707	141751	0	2148	0	3840	0	15569	5	157320	0	0	2954	0	12533	0	10671	111247	2	12/31	0	109430	107282	77	0	0	0	15286	15569	
1402638																																						0	7858	0	0	60143	448	9164	363	5725	281890	240520	7244	257086	0	3169	0	3000	0	24804	2556	281890	0	0	14753	0	7057	0	29661	210859	1	1231	0	200493	197324	438	865	0	0	6322	24804	
1404463																																						10019	513	2154	0	61879	2	3445	3564	36285	1187282	707431	3986	1054417	0	16789	42629	343000	0	132865	1500	1187282	0	0	-13296	0	143291	869	43949	663482	2	1231	0	798942	782153	1370	243770	0	0	0	132865	
1404481																																						1635	14404	0	1220	24076	0	2948	75	2273	164513	145799	1127	146926	0	2053	0	0	0	17587	1500	164513	0	0	14202	0	1732	0	14918	130881	1	1231	0	116535	114482	153	3400	0	0	0	17587	
1404883																																						7	3327	0	0	72581	0	226	0	1442	118330	102826	1085	107911	0	378	0	0	0	10419	625	118330	0	0	6886	0	6075	274	25519	77307	1	1231	-3450	40851	40473	283	0	0	4000	0	10419	
1404940																																						0	69	0	139	0	0	0	0	27	16793	500	58	1282	0	0	0	724	0	15511	500	16793	0	0	5760	0	9251	0	0	500	2	1130	0	16558	16558	0	0	0	0	0	15511	
1406980																																						0	3388	0	24099	0	0	641	0	459	33252	28126	61	28187	0	188	0	0	0	5065	625	33252	0	0	464	0	4000	0	10267	17859	8	1231	-24	4853	4665	0	0	0	0	0	5065	
1407512																																						23	4678	1711	0	71796	447	23002	9669	8358	377769	316175	4498	334079	0	4413	5188	12000	0	43690	2436	377769	0	0	16845	0	23843	0	30849	285327	2	1231	0	250646	246233	566	6664	0	0	1406	43690	
1407521																																						309	9958	1920	0	89449	0	5127	2153	20572	801894	598262	4815	727584	0	18662	0	120277	0	74310	13171	801894	0	0	-56765	0	115689	0	66388	531874	2	1231	0	684070	665408	2215	6998	0	0	4230	74310	
1407530																																						24855	3556	18	0	25684	147	4003	26056	10099	312736	259182	3714	296896	79	7298	0	25000	0	15761	2600	312736	0	0	3084	0	10511	0	37329	221853	2	1231	0	198971	191673	-434	26645	0	0	9000	15840	
1407932																																						309	40713	5589	655	306991	3090	45381	499	19523	2075569	1625884	11370	1829564	0	24878	97444	47517	12000	246005	10020	2075569	0	0	75138	0	160317	7236	243684	1382200	2	1231	0	1573017	1548139	530	0	0	101667	31126	246005	
1408069																																						7284	35186	45817	1985	7653	0	221426	28984	455605	7453441	5018748	94540	5516050	0	158757	1053251	350000	0	1937391	10750	7453441	28834	29711	-222069	0	2148504	27850	634434	4384314	2	1231	0	4418785	4260028	206	1279538	0	257	22794	1937391	
1411032																																						2928	11005	0	9462	13340	0	15549	2635	8414	398088	332621	2204	357777	0	5453	0	20309	0	40311	24429	398088	0	0	15693	0	0	2673	68953	263668	2	1231	-50	337526	332073	239	9	0	1900	743	40311	
1412619																																						0	25098	201	37131	80419	0	2150	4326	17803	585848	474669	7768	512937	0	4130	473	30500	0	72911	59225	585848	0	0	13331	0	0	12754	73742	400927	2	1231	-31	409612	405482	386	11	0	0	0	72911	
1412712																																						625	3876	1161	26394	12847	0	3610	2379	24991	669814	492953	4989	617942	0	13414	0	120000	0	51872	4052	669814	0	0	14251	0	33517	99581	34365	458588	1	1231	0	498854	485440	52	8910	0	0	0	51872	
1414819																																						122939	3485	0	183683	106965	0	1817	7816	6749	691911	643465	4364	648229	0	10541	0	400	0	43682	6000	691911	0	0	32896	0	5800	0	219478	423988	3	1231	0	268998	258457	-1014	0	0	0	0	43682	
1416327																																						36079	16372	4362	45458	75815	0	6970	0	19645	830494	725368	3742	729110	57	8882	19747	0	0	101327	8009	830494	0	0	45876	0	50178	0	163168	562200	2	1231	0	565928	557046	-2736	49000	0	0	0	101384	
