"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	
10250																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	944	0	0	0	0	0	0	0	0	0	0	0	0	121	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	38	9	0	0	0	0	0	39	382	105	113	0	0	0	6	0	0	0	0	
10849																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	189	0	0	0	0	0	51	0	0	0						0	0	0	0	0	0	0	0	0	0	0	189	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	
10858																																																																	0	0	0	0	0	0	0	0	0	0	0	0	318	0	667	383	2454	0	0	0	0	224	0	0	384	0	217	108	0	0	37	784	0	73	29	73	0	0	0	0	0	0	0	0	0	0	0	318	0	0	207	0	0	187	0	0	0	0	0	485	190	488	760	124	81	0	0	0	0	0	0	65	0	0	125	0	0	468	0	0	0	0	
11145																																																																	0	0	0												66	0	28	0	0	0		0	0	0	0	0	0	0	0	0	691	0	1612	0	0	0						0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	26	0	0	0	0	827	18	1602	39	18	0	0	0	0	0	0	0	0	
11640																																																																	0	0	0									12	0	0	0	0	2	0	0	0		0	0	0	0	0	150	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	37	0	9	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	
11837																																																																	0	0	0												644	0	0	0	0	0		0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030																																																																	0	0	0												345	0	0	0	0	0		300	101	0	1375	0	0	0	0	0	447	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	19	0	0	0	0	0	0	0	1175	0	0	0	0	0	0	0	0	0	0	
12058																																																																	0	0	0									35	0	0	31	34	11	0	0	0		243	1305	0	24	244	0	0	0	0	78	288	0	0	0	0						0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	62	56	107	0	0	0	0	272	0	262	272	0	0	0	0	0	0	0	0	0	
12142																																																																	0	0	0									0	0	0	16	0	0	0	0	0		150	0	0	0	0	0	0	0	0	0	0	585	0	0	0						0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	1	0	57	13	13	0	0	0	0	0	0	48	0	0	0	0	0	98	0	0	0	0	
12245																																																																	0	0	0												3	0	7	0	0	0		0	0	0	0	0	0	0	0	0	255	0	627	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	87	0	0	0	0	0	0	32	0	682	0	0	0	0	0	0	0	0	0	0	
12311	0	0	0	48255	1177	30546	0	0	0	18977	2219	933	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1803	16964	31612	21214	2274	249	17697	0	0	0	0	0	0	31108	3901	381	0	2598	0	60437	3632	13872	31308	0	0	0	0																						11991	1171	17239	938	0	676	171	0	119	16422	1137	38557												33422	9784	11474																							45722	0	139707	36336	17034	4170								
12647																																																																	0	0	0									0	0	0	0	0	0	0	0	0		649	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	9	0	0	0	0	0	94	0	243	0	0	0	0	0	0	0	0	0	0	
12656																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	16	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	
12937																																																																	0	0	0												0	88	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	81	0	0	6	0	0	0	6	0	0	0	60	0	0	64	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	71	0	0	0	0	0	0	162	0	125	0	0	0	0	1152	57	1114	0	41	0	0	0	687	0	0	0	0	
12955																																																																	0	0	0												0	0	15	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13037																																																																	0	0	0												131	260	2031	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	8	0	0	0	0	542	0	4	0	0	0	0	0	0	0	0	0	0	
13103																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	0	91	0	0	0	0	236	0	3	0	8	0	0	0	8	0	0	0	0	
13251																																																																	0	0	0									0	0	0	27	140	0	0	0	0		0	0	0	0	0	240	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	30	2	36	9	117	0	7	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	20	88	0	0	0	0	0	0	0	0	0	
13457																																																																	0	0	0									112	0	0	21	0	0	0	0	0		0	0	0	240	0	92	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052																																																																	0	0	0												98	0	12	0	0	0		0	0	0	1007	0	830	0	0	0	73	0	169	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	39	0	0	0	0	139	55	1074	0	31	0	0	0	0	0	0	0	0	
14155																																																																	0	0	0									0	0	0	117	0	916	0	0	0		0	0	301	20	0	0	0	0	0	37	0	0	0	0	0						0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	68	0	49	0	0	0	0	370	0	275	0	0	0	0	0	1454	0	0	0	0	
14258																																																																	0	0	0	0	0	0	0	0	0	0	0	0	53	0	615	0	130	0	0	0	0	1357	353	342	0	0	0	0	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	2031	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	23	0	0	0	0	137	0	1941	0	198	0	0	0	479	0	0	0	0	
14409	0	0	0	15306	56	9845	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	0	205	1381	13	5380	636	13	2948	0	0	0	9876	0	10199	63763	353	7461	0	0	0	44870	0	0	0	0	0	0	0																						0	0	266	0	0	0	185	0	0	1083	0	447												14239	0	7018																							7529	4887	3959	107	15700	0								
14454																																																																	22	0	0												19	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																																																																	0	0	0												183	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	
14753																																																																	0	0	0									0	235	0	50	0	0	0	0	0		0	0	0	98	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	
14865																																																																	0	0	0									0	0	0	99	0	0	0	0	0		0	0	0	0	0	0	0	0	0	158	0	46	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	
15536																																																																	736	0	51	0	0	0	0	0	0	0	0	0	0	0	100	0	1127	0	0	0	0	8501	0	0	0	0	0	3384	0	2800	2014	0	2144	0	0	3722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	14	0	0	0	0	238	198	1977	0	337	0	0	0	2436	0	0	0	0	
16337																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1386	41	0	0	0	0	0	0	0	514	44	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	9	8	0	0	0	0	0	0	3045	0	50	0	0	0	0	63	0	0	0	
16458																																																																	0	0	0												30	42	0	0	0	0		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	160	53	81	0	64	0	0	0	214	0	0	0	0	
16551																																																																	0	0	0												209	0	30	0	0	215		391	62	936	0	0	0	0	0	0	1023	0	160	0	0	0						0	0	0	19	15	59	30	0	0	0	0	23	0	0	20	0	0	0	0	0	0	103	6	6	0	0	0	0	345	0	694	0	0	0	0	0	452	0	0	0	0	
16748																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	68	0	0	0	0	0	0	127	0	0	0	0	0	44	23	0	0	0	
16944																																																																	0	0	0												9	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	16	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	
16953																																																																	0	0	0									0	177	0	96	0	0	0	0	0		0	0	0	0	0	0	0	0	0	91	0	0	0	0	0						0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	53	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	
17110																																																																	0	0	0												80	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																	147	15	0	0	0	0	0	0	0	0	0	0	160	0	4408	147	2306	0	0	0	0	0	0	0	33	38	0	0	0	97	190	0	1399	0	0	0	0	0	0	0	0	0	0	0	0	266	39	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	83	117	0	0	0	0	668	96	741	372	61	33	0	0	882	0	0	0	0	
17259																																																																	0	0	0												0	0	0	0	0	0		0	0	0	25	0	30	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	165	0	26	0	0	0	0	35	0	72	0	1	0	0	0	0	0	0	0	0	
17464																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	319	0	0	0	0	2600	0	1568	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	138	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1376	0	0	0	0	
17839																																																																	0	0	0												101	27	0	0	0	0		11	0	0	0	0	0	0	0	0	10	289	0	0	0	0						0	0	0	69	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	43	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	
17950																																																																	0	0	0									160	0	0	10	0	0	0	0	0		0	0	0	139	0	0	0	0	0	10	0	0	0	0	0						0	0	0	0	0	0	63	0	160	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	51	0	0	0	
18050																																																																	0	0	0												134	59	224	0	0	0		365	121	101	80	77	257	0	0	0	496	49	74	0	0	0						0	0	0	0	0	0	11	25	12	0	0	18	0	0	14	0	0	0	0	0	0	482	80	163	0	0	0	0	593	59	2193	331	180	91	0	0	115	0	0	0	0	
18135																																																																	0	0	0												69	0	50	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	270	0	108	243	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	19	584	37	23	548	0	0	0	0	0	0	0	0	
18377																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	
18827																																																																	0	0	0												100	0	994	0	0	994		0	48	0	0	0	0	166	0	0	118	0	2348	0	0	0						0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	27	0	0	0	0	0	0	0	173	46	0	0	0	0	0	0	0	0	0	
18836																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	493	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	14	83	0	0	0	0	161	0	1750	0	256	0	0	0	486	0	0	0	0	
18854																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	76	0	0	0	340	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18957																																																																	0	0	0									38	0	0	93	77	360	0	0	0		0	0	570	57	0	0	0	0	0	77	27	60	0	0	0						0	0	0	0	0	0	0	0	38	0	0	94	0	0	80	0	0	0	0	0	0	169	23	29	0	0	0	0	89	0	386	88	0	0	0	0	94	0	0	0	0	
19356																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	
19730																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1992	1134	3035	0	0	0	0	1695	901	2033	0	0	0	51	99	0	1236	430	1612	0	0	0	0	0	0	0	0	0	0	0	1154	16	862	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	63	18	0	0	0	0	581	1641	2207	741	610	29	0	0	121	0	0	0	0	
19936																																																																	0	0	0												106	0	4	0	0	0		0	0	0	0	0	0	0	0	0	268	0	1184	0	0	0						0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	274	7	137	0	0	0	0	48	0	326	0	0	0	0	0	0	0	0	0	0	
19972																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	914	102	205	0	0	0	0	0	0	0	
20053																																																																	0	0	0									0	39	0	31	0	5	0	0	0		491	0	300	0	0	0	0	0	200	0	0	0	0	0	0						0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	1	0	0	0	0	260	0	0	0	0	0	0	0	175	0	0	0	0	
20147																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	310	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	0	53	4	9	0	0	0	0	0	0	262	24	24	0	0	0	0	0	0	0	0	
20259																																																																	0	0	0									0	0	0	225	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20370																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	783	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	
20512																																																																	0	0	0												20	0	0	0	0	0		0	0	0	0	0	0	0	0	0	699	0	129	0	0	0						0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	29	0	0	0	0	0	361	0	641	80	0	0	0	0	0	0	0	0	0	
20633																																																																	0	0	0												0	0	30	0	0	0		0	0	0	0	0	0	0	0	0	60	0	392	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	32	0	0	0	0	321	0	459	0	0	0	0	0	709	225	0	0	0	
20839																																																																	0	0	0												347	0	133	0	0	0		211	0	0	0	0	0	0	0	0	1	0	557	0	0	0						0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2	4	0	0	0	0	33	0	400	0	0	0	0	0	465	0	0	0	0	
20857																																																																	0	0	0									0	10	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	304	0	0	0	0	0						0	0	0	0	0	0	10	0	0	9	0	0	8	0	0	0	0	0	0	0	0	38	0	13	0	0	0	0	8	0	44	0	0	0	0	0	0	0	0	0	0	
20866																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	39	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	
21359																																																																	0	0	0									0	7	0	52	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	45	26	0	0	0	0	0	0	0	0	0	
21630																																																																	0	0	0												26	0	0	0	0	0		0	0	0	7	0	0	136	0	0	28	0	0	0	0	0						0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	3	6	0	0	0	0	0	0	352	152	0	0	0	0	0	0	0	0	0	
21658																																																																	0	0	0									4	130	0	248	0	172	14	0	111		0	0	0	425	0	116	0	0	0	72	0	194	0	0	0						0	0	0	0	0	0	130	0	4	0	0	77	0	0	61	0	0	0	19	3	0	324	4	120	0	0	0	0	165	0	598	0	6	0	0	0	232	0	0	0	0	
22048																																																																	70	0	0									0	0	0	158	0	2373	0	0	0		21	0	96	0	0	0	0	0	0	159	0	144	0	0	0						0	0	0	0	0	0	0	0	0	19	0	0	16	0	0	0	0	0	0	0	0	161	0	31	0	0	0	0	549	40	530	0	3	0	0	0	576	660	0	0	0	
22235																																																																	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	0	6	0	0	0	0	531	0	40	31	0	545	0	0	30	1393	0	46	0	0	0	0	0	0	0	0	0	0	0	9	0	0	58	0	26	0	0	0	0	0	0	0	0	0	0	0	0	487	5	201	0	0	0	0	1173	51	606	0	32	0	0	0	856	0	0	0	0	
22356																																																																	0	0	0									58	727	0	207	0	55	0	0	0		404	0	0	140	0	0	0	0	0	11	0	0	0	0	0						0	0	0	0	0	48	727	0	58	73	0	0	55	0	0	0	0	0	18	15	0	73	0	20	0	0	0	0	0	37	71	0	3	0	0	0	27	0	0	0	0	
22459																																																																	0	0	0												0	0	0	0	0	0		0	0	0	44	0	0	0	0	0	315	0	0	0	0	0						0	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	285	10	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	
22543																																																																	0	0	0												0	0	23	0	0	0		106	0	0	0	0	0	0	0	0	618	150	859	0	0	0						0	0	0	15	0	0	0	0	0	0	0	23	0	0	23	0	0	0	0	0	0	67	7	0	0	0	0	0	0	0	45	217	30	0	0	0	23	0	0	0	0	
22552																																																																	0	0	0									0	0	0	0	0	19	0	0	0		0	0	0	0	0	60	0	0	0	0	0	400	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	48	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
22730																																																																	0	0	0												67	0	76	0	0	0		0	0	0	57	0	0	0	0	0	17	4	0	0	0	0						0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	7	0	0	0	0	0	0	0	232	10	10	0	0	0	0	0	0	0	0	
22936																																																																	0	0	0												89	0	132	0	0	0		336	0	54	0	0	0	0	0	0	285	0	0	0	0	0						0	0	0	123	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	154	0	0	0	0	139	107	334	0	196	0	0	0	646	0	0	0	0	
22954																																																																	0	0	0									0	0	0	35	0	0	0	0	0		0	0	0	175	0	4	0	0	0	0	0	0	0	0	0						0	0	0	25	0	0	0	0	0	13	0	0	10	0	0	0	0	0	0	0	0	76	0	21	0	0	0	0	331	31	78	0	0	0	0	0	0	0	0	0	0	
23036																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	246	407	0	0	0	0	1128	0	0	0	0	0	0	0	0	1096	511	733	0	0	0	0	0	0	0	0	0	0	0	163	0	0	24	12	29	0	0	0	0	0	0	0	0	0	0	0	0	168	115	0	0	0	0	0	0	0	1191	615	238	2	0	0	0	0	0	0	0	
23045																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	
23241																																																																	0	0	0	0	0	0	0	0	0	0	0	20	229	0	2572	48	586	0	0	0	0	111	0	7	145	0	19	20	0	84	430	0	1506	0	0	0	0	0	0	0	0	0	0	0	839	14	407	229	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1582	166	661	0	0	0	0	4930	405	8627	0	375	0	0	0	18862	0	0	0	0	
23456																																																																	0	0	0									0	20	0	69	39	40	0	0	0		0	0	0	272	0	0	0	0	0	389	164	0	0	0	0						0	0	0	20	0	0	20	0	0	0	0	40	0	0	36	0	0	0	0	0	0	110	26	0	0	0	0	0	0	0	319	27	0	0	0	0	0	0	0	0	0	
23504																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	226	0	0	118	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	15	0	0	0	0	0	0	392	0	327	0	0	0	33	0	0	0	0	
23540																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	91	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	
23643																																																																	0	0	0												401	0	560	0	0	0		0	0	0	0	0	0	0	0	0	395	0	203	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182	1	860	0	0	0	0	445	0	337	0	0	0	0	0	0	0	0	0	0	
23755																																																																	0	0	0												37	0	25	0	0	0		132	0	715	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	50	0	0	0	0	0	0	0	0	22	0	0	0	749	0	0	0	0	
23812																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	5893	0	0	0	0	0	0	471	0	891	0	0	0	0	0	0	0	0	0	0	0	20	0	58	37	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	208	212	438	793	267	0	0	0	43	0	0	0	0	
24006																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	64	0	0	0	0	0	0	0	328	219	0	0	0	0	0	0	0	0	0	
24266																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	346	94	0	0	0	0	30	0	0	22	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	
24453																																																																	0	0	0												0	779	395	0	0	0		34	0	153	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	9	15	0	0	0	0	187	0	87	0	0	0	0	0	0	0	0	0	0	
24659																																																																	0	0	0									0	0	0	395	0	91	0	0	0		0	0	0	0	0	0	0	0	0	52	71	0	0	0	0						0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	63	0	0	0	0	0	0	122	481	0	0	0	0	0	0	0	0	0	
