"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ651	RCONJ652	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AVG DAILY AMT NONINT ACTS GT 250K	AVG DAILY NBR NONINT ACT GT 250K	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
599755																0	1402	126	0	0	35292	3184	2896	8	39590	0	39466	0	0	0	0	0	0	0	0	0	0	1353	3.0000	1604	4		
599764															858819	0	34468	2252	1754	4	976575	93221	983928	769	1996725	0	1712401	0	0	0	0	0	0	0	0	0	44523	123387	253.00	168930	215		
600129																0	11049	1288	355	1	183044	20022	34432	73	228880	0			0	0	0	0	0	0	0	0	0	9943	18.46	10580	19		
600419																0	29387	1983	924	3	230285	26054	188069	678	448665	0			0	0	0	0	0	0	0	0	11673			0	0		
600651																0	2912	221	0	0	67509	4995	50986	60	121407	0			0	0	0	0	0	0	0	0	0	10035	18.00	10294	19		
601032																0	0	0	0	0	17736	1801	3562	8	21299	0			0	0	0	0	0	0	0	0	0	341	1.00	558	1		
601041																0	3897	173	0	0	35368	4306	10796	13	50061	0			0	0	0	0	0	0	0	0	0			276	1		
601050															2936280	0	322293	42442	17834	35	9111753	1240816	5695235	5290	15147115	0	14668761	0	68	0	0	0	0	0	0	0	0			2441522	1714		
601153																0	3480	258	0	0	51531	3872	6186	15	61197	0			0	0	0	0	0	0	0	0	0	469	1.09	2242	5		
601416															438299	0	73924	4364	3515	9	1303303	142153	530128	618	1910870	0	1944149	0	0	0	0	0	0	0	0	0	0	109925	181.82	115431	145		
601443																0	12416	497	998	3	134392	15341	53813	89	201619	0			0	0	0	0	0	0	0	0	0			0	0		
601564																0	1354	43	0	0	67580	3563	27682	68	96616	0			0	0	0	0	0	0	0	0	0	6963	16.00	4626	11		
601658																0	4108	120	0	0	99146	5205	68494	94	171748	0			0	0	0	0	0	0	0	0	0			6091	11		
601733																0	6260	260	365	1	78837	8719	36824	45	122285	0			0	0	0	0	0	0	0	0	0	5912	9.00	7269	11		
602048																0	15580	935	569	2	180455	29455	80425	140	277029	0			0	0	0	0	0	0	0	0	0	18761	37.01	23284	37		
602150																0	2206	146	0	0	62185	6439	15285	33	79676	0			0	0	0	0	0	0	0	0	0	10015	18.06	6475	10		
602356																0	3172	158	255	1	121120	14846	27042	67	151589	0			0	0	0	0	0	0	0	0	0	6522	12.62	6792	12		
602543																0	11321	465	535	2	123645	11949	19944	45	155445	0			0	0	0	0	0	0	0	0	0	3952	7.00	4644	10		
602842																0	421	13	0	0	7259	1097	1037	1	8717	0			0	0	0	0	0	0	0	0	0	1232	2.00	1037	1		
603232																0	2437	82	808	2	53501	4170	9379	22	66125	0			0	0	0	0	0	0	0	0	0			3415	9		
603540																0	6065	256	299	1	46058	5366	2977	6	55399	0			0	0	0	0	0	0	0	0	0	2819	3.18	920	3		
603559																0	1137	108	0	0	22109	1902	4815	10	28061	0			0	0	0	0	0	0	0	0	0			0	0		
603755																0	1267	55	0	0	19557	1873	8784	13	29608	0			0	0	0	0	0	0	0	0	0			390	1		
604024																0	13140	726	0	0	189272	18681	70263	79	272675	0	272984	0	0	0	0	0	0	0	0	0	0	15940	33.00	16389	24		
604033																0	256	12	0	0	11728	1447	2926	7	14910	0			0	0	0	0	0	0	0	0	0	265	1.00	780	2		
604547																0	3699	179	0	0	56297	5275	13134	24	73130	0			0	0	0	0	0	0	0	0	1001	1360	3.72	1008	2		
604556																0	3465	243	0	0	109425	10690	22037	44	134927	0	137166	0	0	0	0	0	0	0	0	0	0	4577	9.98	4518	9		
604640																0	3565	99	0	0	28012	1953	6492	13	38069	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
605133																0	8544	337	1833	4	243350	7300	58539	101	312266	0			0	0	0	0	0	0	0	0	8108	21763	17.00	8707	18		
605610																0	8071	470	616	1	106446	9769	29761	30	144894	0			0	0	0	0	0	0	0	0	0	3068	6.78	2452	3		
605656																0	35397	1036	1494	2	177919	22232	34082	56	248892	0	258115	0	0	0	0	0	0	0	0	4000	2701			0	0		
606046	11592950	120571	11569486	120377	0	0	23465	80	0	0	0	0	120571	120377	2344168	0	528172	26460	33204	95	6993427	678451	3917576	4142													0	950282	1170.00	0	0		
606073																0	10297	347	505	2	56779	5389	7184	12	74766	0			0	0	0	0	0	0	0	0	0			0	0		
606653																0	11675	375	2009	5	235465	17273	91698	121	340847	0			0	0	0	0	0	0	0	0	36531	8636	11.00	11158	19		
607146																0	4076	156	0	0	50980	5953	53206	73	108262	0			0	0	0	0	0	0	0	0	801	428	1.55	1090	3		
607333																0	15844	856	0	0	148480	11028	33051	61	197375	0			0	0	0	0	0	0	0	0	0	4403	8.34	5557	11		
608358																0	846	59	0	0	26960	2118	9630	17	37436	0			0	0	0	0	0	0	0	0	0			327	1		
608367																0	1769	75	0	0	31538	2594	2811	6	36118	0			0	0	0	0	0	0	0	0	0	1508	3.00	1649	2		
608451																0	3783	191	0	0	37943	4785	7531	15	49257	0			0	0	0	0	0	0	0	0	0	2482	3.55	742	2		
608844																0	6784	308	984	3	112480	12146	65225	76	185473	0			0	0	0	0	0	0	0	0	580	35588	31.00	39193	33		
609010																0	17833	606	2241	5	141844	14049	35436	55	197354	0			0	0	0	0	0	0	0	0	0	8672	21.00	10270	19		
609373																0	4909	275	289	1	62794	7540	7700	23	75692	0			0	0	0	0	0	0	0	0	0	152	0.50	1177	4		
609467																0	446	44	0	0	100897	2916	10326	33	111669	0			0	0	0	0	0	0	0	0	0			442	1		
609609																0	12995	476	267	1	257759	6042	54612	116	325633	0			0	0	0	0	0	0	0	0	0	5737	11.00	8104	12		
609645																0	1898	103	0	0	17299	2316	1063	3	20260	0			0	0	0	0	0	0	0	0	0	92	0.21	304	1		
609832																0	9146	526	0	0	117107	14880	18332	36	144585	0			0	0	0	0	0	0	0	0	0	609	1.00	0	0		
610128																0	28976	2226	303	1	317884	23594	87112	131	434275	0			0	0	0	0	0	0	0	0	3213	47786	93.72	18858	39		
610164																0	15415	566	568	2	351087	65267	92047	139	459117	0	460179	0	0	0	0	0	0	0	0	0	15206	23592	52.72	32939	43		
610539																0	3933	125	271	1	26545	2206	2387	7	33136	0			0	0	0	0	0	0	0	0	0	708	1.5500	982	3		
610557																0	7199	247	0	0	68669	6371	15735	37	91603	0			0	0	0	0	0	0	0	0	0	3449	7.9700	2762	7		
610913																0	10840	455	281	1	136562	12557	36734	38	184417	0			0	0	0	0	0	0	0	0	0	4456	6.00	1117	3		
611031																0	9612	534	367	1	96301	10832	15071	29	121351	0			0	0	0	0	0	0	0	0	0	4761	8.15	1664	4		
611246																0	3269	148	0	0	28185	2848	12397	8	43851	0			0	0	0	0	0	0	0	0	0	3370	5.00	3308	4		
611451																0	22300	2144	574	2	160573	20600	93505	94	276952	0			0	0	0	0	0	0	0	0	0			16092	24		
612159																0	1887	105	0	0	35242	2705	17218	19	54346	0			0	0	0	0	0	0	0	0	0	5788	6.95	2210	4		
612346																0	4866	255	731	2	86890	8934	19684	33	112171	0			0	0	0	0	0	0	0	0	3140	2594	6.22	0	0		
612364															3806	0	0	0	0	0	320337	238761	4419	13	324756	0	367931	0	1366	0	0	0	0	0	0	0	0	0	0.00	0	0		
612551																0	7805	409	1045	3	115059	10973	25201	52	149110	0			0	0	0	0	0	0	0	0	0	5216	7.00	4199	11		
613008															803618	0	124043	8643	6685	19	2289842	259831	1342591	1449	3763161	0	3685874	0	0	0	0	0	0	0	0	30000	13642	115946	208.54	141597	207		
613156																0	16921	673	980	3	189551	18439	44495	72	251947	0			0	0	0	0	0	0	0	0	4377	11542	22.8200	9257	18		
613334																0	1347	55	0	0	30017	2613	3902	8	35266	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
613343																0	14308	556	1284	4	208037	14750	94651	162	318280	0	321731	0	0	0	0	0	0	0	0	0	0	9976	20.11	21641	25		
613400															272622	0	67568	4335	3069	8	757537	91146	309478	376	1137652	0	1128899	0	0	0	0	0	0	0	0	0	0	0	0.00	22088	34		
613464																0	204	14	0	0	119813	1492	1345	4	121362	0			0	0	0	0	0	0	0	0	0			0	0		
613558																0	19531	108	251	1	450240	33589	279222	395	749244	0	752541	0	0	0	0	0	0	0	0	0	1382	54136	90.14	44172	71		
613754																0	877	80	0	0	28118	2766	4702	15	33697	0			0	0	0	0	0	0	0	0	0	1138	0.50	1844	6		
613839																0	15098	842	1146	3	157837	10270	20513	38	194594	0			0	0	0	0	0	0	0	0	0	1081	2.77	859	2		
613950																0	12131	1653	0	0	666305	500758	152577	139	835395	4382	830833	8511	0	0	0	0	0	0	0	0	0			152577	139		
614256																0	3430	362	0	0	38155	4287	12120	20	53705	0			0	0	0	0	0	0	0	0	0	1311	2.67	1331	3		
614313																0	32982	4209	515	2	387691	40819	96173	111	517362	0			0	0	0	0	0	0	0	0	30293	57870	57.83	49883	51		
614340																0	12149	1103	261	1	149037	2358	13812	38	175260	0	177029	0	0	0	0	0	0	0	0	0	0	2046	6.00	1973	7		
614368																0	9064	429	0	0	132289	8727	31535	64	172888	0			0	0	0	0	0	0	0	0	0	13373	21.33	13923	24		
614751																0	7727	323	1474	5	67320	8124	24372	46	100893	0			0	0	0	0	0	0	0	0	0	2545	5.50	1878	4		
614948																0	10464	1421	0	0	83165	8731	21441	30	115070	0			0	0	0	0	0	0	0	0	0	1314	3.00	555	2		
615217																0	24908	1185	3201	5	255692	15818	96209	150	380010	0			0	0	0	0	0	0	0	0	0	9086	16.01	8536	16		
615253																0	6097	319	791	2	65166	6927	29471	33	101758	233			0	0	0	0	0	0	0	0	0	5325	4.8400	5444	5		
615459																0	2552	123	0	0	190415	7649	197330	296	390297	0			0	0	0	0	0	0	0	0	47655	70474	102.18	102443	116		
615851																0	12555	453	2143	6	71242	6447	20095	21	106035	0			0	0	0	0	0	0	0	0	1003			0	0		
615954																0	12012	522	2195	5	118546	13312	12553	27	145305	0			0	0	0	0	0	0	0	0	0			2200	6		
616036																0	10101	381	2348	8	234858	17149	90420	123	337727	0			0	0	0	0	0	0	0	0	0	34346	57.52	31404	53		
616148																0	2977	213	555	2	70492	8895	35232	40	109256	0			0	0	0	0	0	0	0	0	0			14349	8		
616410																0	12210	1321	298	1	395910	39549	55977	107	464395	0			0	0	0	0	0	0	0	0	90587			16930	26		
616540																0	5646	226	280	1	59467	6359	17838	33	83231	0			0	0	0	0	0	0	0	0	0	1413	2.35	3157	5		
616849																0	2121	77	0	0	22989	1565	4252	9	29362	0			0	0	0	0	0	0	0	0	0			1025	3		
617024															243575	0	74084	3084	5121	14	1054900	86331	326070	394	1460175	0	1497052	0	0	0	0	0	0	0	0	0	1000			83462	103		
617051																0	1717	64	0	0	44969	2934	21917	31	68603	0			0	0	0	0	0	0	0	0	0	10503	8.50	10792	8		
617145																0	6259	483	801	3	60699	4873	15672	26	83431	0			0	0	0	0	0	0	0	0	0	855	2.09	2489	4		
617275																0	1776	54	0	0	42269	1884	5575	15	49620	0			0	0	0	0	0	0	0	0	0	987	2.00	500	1		
617341																0	2178	166	0	0	25310	3244	2605	2	30093	0			0	0	0	0	0	0	0	0	0	2605	2.00	0	0		
617538																0	938	84	0	0	20581	3375	6242	7	27761	0			0	0	0	0	0	0	0	0	0	4977	5.18	253	1		
617743																0	11302	521	1130	1	119706	10960	20150	32	152288	0			0	0	0	0	0	0	0	0	0	2561	6.00	1069	3		
618544																0	7663	849	870	2	86931	10215	14764	31	110228	0			0	0	0	0	0	0	0	0	0			0	0		
618647																0	1998	130	317	1	21856	2976	7063	8	31235	0			0	0	0	0	0	0	0	0	0	484	1.89	1598	3		
618740																0	9449	489	277	1	132162	13423	82252	74	224140	0			0	0	0	0	0	0	0	0	0	16497	31.86	17817	17		
618807															349841	0	172586	7720	36304	89	1143800	90532	528943	722	1881633	0	1881458	0	0	0	0	0	0	0	0	0	0	78303	174.00	55696	93		
619327																0	15600	735	1591	5	271426	34386	84052	136	372669	0			0	0	0	0	0	0	0	0	1182	16956	36.00	9591	20		
619457																0	1468	84	0	0	38908	4476	9668	25	50044	0			0	0	0	0	0	0	0	0	0	4062	9.15	4429	9		
619701																0	63626	3452	5998	15	328422	44490	377398	1392	775444	0			0	0	0	0	0	0	0	0	0	17326	31.00	15289	28		
619859																0	11161	521	1301	4	113236	13230	64325	62	190023	0			0	0	0	0	0	0	0	0	5896	1255	1.99	1287	2		
620015																0	4573	168	1397	4	66518	6180	26605	23	99095	0			0	0	0	0	0	0	0	0	0			0	0		
620752																0	406	30	0	0	16979	2981	7461	15	24846	0			0	0	0	0	0	0	0	0	0			597	2		
620930																0	6936	260	819	3	82397	7568	17279	27	107430	0			0	0	0	0	0	0	0	0	0	1337	4.00	0	0		
621151																0	3154	184	0	0	52920	4433	17880	29	73954	0			0	0	0	0	0	0	0	0	0	5635	8.00	2030	5		
621245																0	4126	148	252	1	49398	5451	3221	9	56997	0			0	0	0	0	0	0	0	0	0	580	1.72	738	2		
621357																0	5333	239	0	0	72208	6355	23533	48	101074	0			0	0	0	0	0	0	0	0	0	5148	9.89	3855	8		
621375																0	49865	2561	4683	15	532089	69068	241982	289	828619	0	870909	0	0	0	0	0	0	0	0	0	24283	56264	70.47	36408	40		
621441																0	4639	409	867	2	67551	8487	25044	38	98107	6			0	0	0	0	0	0	0	0	0			0	0		
622037																0	8485	255	1434	5	98701	10393	61402	104	170022	0			0	0	0	0	0	0	0	0	0	3811	8.40	0	0		
622653																0	2918	109	0	0	43825	4155	25558	39	72301	0			0	0	0	0	0	0	0	0	0	5795	14.00	0	0		
622756																0	2794	132	324	1	106407	8823	54028	87	163553	0			0	0	0	0	0	0	0	0	0	15937	17.78	9632	16		
622774																0	32081	2036	9013	19	318031	38932	152866	299	511991	0			0	0	0	0	0	0	0	0	0	23972	36.06	21165	31		
623052																0	8280	304	2038	4	91531	8396	142469	490	244318	0	241252	0	0	0	0	0	0	0	0	0	0	19182	28.9600	28094	40		
623445															772352	0	88267	6337	2066	6	1399362	159099	740278	566	2229973	0	2290682	0	0	0	0	0	0	0	0	0	0			26747	45		
623454																0	6111	243	0	0	212485	16900	100044	174	318640	0			0	0	0	0	0	0	0	0	0			13328	25		
623548																0	3844	165	0	0	56968	5889	11490	20	72301	0			0	0	0	0	0	0	0	0	4000	1073	3.00	0	0		
624152																0	2592	134	0	0	23538	2635	6470	10	32600	0			0	0	0	0	0	0	0	0	0	368	0.71	342	1		
624246																0	5253	605	0	0	86430	20143	19253	28	110936	0			0	0	0	0	0	0	0	0	0			0	0		
624563																0	1516	83	609	1	21170	1899	12121	15	35416	0			0	0	0	0	0	0	0	0	0			3848	6		
624648																0	3399	159	0	0	36091	4228	18473	38	57963	0			0	0	0	0	0	0	0	0	0	2250	5.00	265	1		
624956																0	3263	329	1092	3	49040	17567	4635	12	58030	0			0	0	0	0	0	0	0	0	0			0	0		
625056																0	1811	123	0	0	27927	2928	10383	22	40121	0			0	0	0	0	0	0	0	0	0			0	0		
625065																0	3792	276	0	0	67794	15387	30672	27	102258	0			0	0	0	0	0	0	0	0	0	11657	14.00	10960	12		
625140																0	4815	283	0	0	69943	7820	43814	29	118572	0			0	0	0	0	0	0	0	0	0	15966	19.00	12031	13		
625159																0	4720	220	0	0	187126	16720	233575	318	425421	0			0	0	0	0	0	0	0	0	0			16111	29		
625449																0	4763	198	259	1	43033	4208	13848	19	61904	0			0	0	0	0	0	0	0	0	0	457	1.44	2770	5		
625654																0	23934	1192	1602	4	493986	40208	266087	452	785609	0			0	0	0	0	0	0	0	0	0			56435	101		
625757																0	9747	487	784	2	139267	15315	55483	64	205281	0			0	0	0	0	0	0	0	0	0	6587	13.23	7185	12		
625850																0	22226	777	1042	3	194671	12046	43013	61	260952	0			0	0	0	0	0	0	0	0	0			0	0		
625953																0	3213	190	0	0	77725	7639	27969	62	108907	0			0	0	0	0	0	0	0	0	0			9220	16		
626101																0	60528	2872	7956	19	436289	33890	83970	202	588743	0			0	0	0	0	0	0	0	0	0	9613	19.04	10112	18		
626941																0	10848	553	964	1	138259	18667	23851	37	173922	0			0	0	0	0	0	0	0	0	0	10678	21.00	2787	8		
627108																0	37059	1713	8244	23	232520	22571	34904	85	312727	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
627377																0	1423	55	0	0	22156	1298	581	2	24160	0			0	0	0	0	0	0	0	0	0			0	0		
627407																0	22638	1730	2561	8	267137	35899	24449	60	316785	0			0	0	0	0	0	0	0	0	0	2487	5.01	2277	5		
627425																0	4719	266	1031	3	169344	8719	29022	39	204116	0			0	0	0	0	0	0	0	0	934	8894	8.00	9305	10		
627658															118722	0	55148	286	926	3	643304	60045	229016	314	928394	0	927749	0	0	0	0	0	0	0	0	0	0	67040	105.30	54162	79		
627854																0	20621	812	3787	9	94818	11103	39638	49	158864	0			0	0	0	0	0	0	0	0	0	0	0.00	3974	9		
628039																0	4802	177	0	0	44065	4861	32715	45	81582	0			0	0	0	0	0	0	0	0	0	19432	27.0000	12372	16		
628123																0	37576	1116	884	3	241531	11130	15038	39	295067	38			0	0	0	0	0	0	0	0	0	14437	30.79	6973	12		
628178																0	16111	1329	256	1	280516	15000	44792	58	341675	0			0	0	0	0	0	0	0	0	0	23695	30.6400	7906	13		
628356																0	11184	494	530	2	122374	10209	27728	45	161816	0			0	0	0	0	0	0	0	0	7144	4125	7.86	3048	7		
628552																0	3198	144	0	0	71008	8140	27234	38	101440	0			0	0	0	0	0	0	0	0	0	892	2.00	1312	4		
629148																0	3915	181	0	0	62456	5002	10217	13	76588	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
629353																0	13011	685	290	1	132577	13262	105171	106	251049	0			0	0	0	0	0	0	0	0	0			13897	20		
629522																0	5892	483	0	0	116202	13883	23771	37	145865	0			0	0	0	0	0	0	0	0	1310	2425	5.00	2746	7		
629746																0	3539	173	514	1	74278	4701	9214	16	87545	0			0	0	0	0	0	0	0	0	0	767	2.49	4314	5		
629849																0	3216	122	283	1	33350	3250	3392	9	40240	0			0	0	0	0	0	0	0	0	0	847	2.47	749	2		
630041																0	750	21	0	0	16012	2176	1566	4	18326	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
630340																0	2219	125	416	1	22682	4895	15036	24	40353	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
630555																0	7563	632	1289	3	222244	11899	74839	222	305935	0			0	0	0	0	0	0	0	15000	14139	25545	31.00	22347	30		
630658																0	11628	508	1463	5	171030	21305	43494	62	227646	31			0	0	0	0	0	0	0	0	0	38606	53.43	22146	23		
631039																0	6118	344	321	1	109593	7625	14485	21	130518	0			0	0	0	0	0	0	0	0	0	9706	9.90	7320	5		
631150																0	3443	196	590	2	101384	8820	32077	54	137494	0			0	0	0	0	0	0	0	0	0	9751	17.84	6220	12		
631178																0	15108	737	1714	6	93687	10314	18553	28	129062	0			0	0	0	0	0	0	0	0	0			1326	2		
631422																0	48147	2035	5393	16	504952	58001	162825	231	721317	0			0	0	0	0	0	0	0	0	0	31817	67.53	23822	48		
632139																0	0	0	0	0	9596	1123	667	1	10263	0			0	0	0	0	0	0	0	0	0	316	1.00	667	1		
632410																0	20207	2288	2223	6	291181	36785	120797	139	434409	0			0	0	0	0	0	0	0	0	0	21759	31.00	23867	41		
632607																0	27061	1688	0	0	327735	35715	88342	166	443138	0			0	0	0	0	0	0	0	0	0	5176	16.25	7553	17		
632858																0	3795	112	618	2	266379	4188	40486	41	311278	0			0	0	0	0	0	0	0	0	0	30506	20.18	27389	18		
633154																0	15463	809	532	2	316243	40266	170375	211	502613	0			0	0	0	0	0	0	0	0	0	51157	80.00	24891	43		
633341																0	3280	152	0	0	38628	3196	10753	24	52659	0			0	0	0	0	0	0	0	0	210	1017	3.00	0	0		
633501															58615	0	80528	5190	2064	7	967022	92175	182010	330	1231624	0	1211153	0	0	0	0	0	0	0	0	0	8823	55169	102.00	63168	97		
633640																0	4499	425	0	0	86624	6995	40108	45	131231	0			0	0	0	0	0	0	0	0	0	14182	16.27	13208	16		
633837																0	18074	565	792	3	175164	8804	2775	7	196805	0			0	0	0	0	0	0	0	0	0	4026	8.30	0	0		
634357																0	4551	398	0	0	74572	7888	25178	29	104300	0			0	0	0	0	0	0	0	0	2247	2840	4.00	2250	5		
634544																0	3696	364	603	1	39182	4484	5618	14	49099	0			0	0	0	0	0	0	0	0	0			3485	7		
634656																0	2406	122	0	0	24734	3095	4623	8	31764	0			0	0	0	0	0	0	0	0	0			2068	4		
634731																0	5465	398	0	0	36975	3944	7366	14	49806	0			0	0	0	0	0	0	0	0	0	1445	3.20	1494	4		
634946																0	676	40	0	0	21376	1520	2372	2	24424	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
634955																0	8127	392	0	0	104948	10854	45378	65	158453	0	173902	0	0	0	0	0	0	0	0	0	4647			5612	11		
635457																0	3114	129	260	1	37324	4713	3619	10	44317	0			0	0	0	0	0	0	0	0	0			378	1		
635840																0	6224	459	0	0	119587	9276	25958	48	151771	0			0	0	0	0	0	0	0	0	0	8535	9.00	4305	6		
635907																0	32783	1260	14568	31	286291	21854	199494	315	533136	0			0	0	0	0	0	0	0	0	0	8768	22.00	0	0		
636753																0	1384	82	0	0	32695	3062	4120	8	38199	0			0	0	0	0	0	0	0	0	0			0	0		
636771															156944	0	74935	6003	2593	7	1814696	274198	374568	526	2266792	0	2348825	0	0	0	0	0	0	0	0	0	26835	314236	266.00	138953	188		
637451	4136870	308733	4007723	241552	0	0	0	11692	0	0	0	0	132131	108698	984169	0	105670	11775	3940	10	1911690	495297	1806837	1768													0	651672	548.17	591706	525		
637554																0	7623	327	873	3	103097	12685	58092	72	169686	0			0	0	0	0	0	0	0	0	0	24932	26.28	6810	15		
637750																0	7201	432	575	2	95764	10210	42654	63	146194	0			0	0	0	0	0	0	0	0	0	3708	7.8600	3251	7		
638131																0	15070	671	329	1	121748	9775	19380	22	156527	0			0	0	0	0	0	0	0	0	0	1976	5.00	304	1		
638346																0	1641	66	0	0	30494	2430	2867	6	35003	0			0	0	0	0	0	0	0	0	0	1858	4.00	1098	3		
638355																0	5770	214	6394	10	97365	5682	32626	61	142155	0			0	0	0	0	0	0	0	0	0	414	0.11	5159	12		
638850																0	3311	259	0	0	75636	4781	55429	65	134376	0			0	0	0	0	0	0	0	0	0	25691	22.52	28506	25		
639343																0	10469	782	519	2	121935	15115	14779	38	147702	0			0	0	0	0	0	0	0	0	0			2105	4		
639549																0	10831	469	331	1	152033	11467	36674	49	199869	0			0	0	0	0	0	0	0	0	0			4593	9		
639567																0	0	0	0	0	2995	9171	0	0	2995	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
639633																0	6444	300	0	0	98518	9205	31247	46	136209	0			0	0	0	0	0	0	0	0	0	5459	10.96	5452	12		
639651																0	1314	62	0	0	40835	3679	12851	17	55000	0			0	0	0	0	0	0	0	0	0			0	0		
639857																0	1144	71	0	0	14562	1754	13332	10	29038	0			0	0	0	0	0	0	0	0	0			0	0		
640143																0	4120	304	0	0	46139	4770	18961	22	69220	0			0	0	0	0	0	0	0	0	0	10642	10.86	12672	11		
640152																0	1812	66	0	0	32630	2873	9685	19	44127	0			0	0	0	0	0	0	0	0	0	4540	7.00	3758	6		
640246																0	12708	708	284	1	201986	15392	45254	85	260231	0			0	0	0	0	0	0	0	0	20113			4338	12		
640442																0	5172	243	589	2	85262	7247	10731	27	101754	0			0	0	0	0	0	0	0	0	1292	3144	5.25	4545	8		
640554																0	255	21	255	1	32758	1601	5897	11	39165	0			0	0	0	0	0	0	0	0	0	1919	4.67	1735	4		
640956																0	6778	251	1088	3	67736	6655	21491	30	97093	0			0	0	0	0	0	0	0	0	0	6652	12.00	2408	6		
641047																0	6295	276	253	1	49844	5067	4739	10	61131	0			0	0	0	0	0	0	0	0	0	841	2.77	1137	4		
641252																0	5241	262	272	1	55595	6831	22828	40	83936	0			0	0	0	0	0	0	0	0	0	4672	12.00	4161	7		
641355																0	4774	223	0	0	243144	16451	139663	200	387581	0			0	0	0	0	0	0	0	0	0	62785	93.98	55456	85		
641364																0	0	0	0	0	32277	2575	6301	10	38578	0			0	0	0	0	0	0	0	0	0	2253	3.67	2390	4		
641449																0	7423	325	296	1	63004	6227	22005	30	92728	0			0	0	0	0	0	0	0	0	0	1083	4.00	1688	5		
641476															51718	0	40301	1597	1269	3	786385	46290	282902	325	1110858	2	1120725	28	0	0	0	0	0	0	0	0	0	40377	52.33	43525	60		
641579																0	9356	510	871	2	103563	8983	10706	29	124496	0			0	0	0	0	0	0	0	0	0			0	0		
641775																0	44078	2678	1972	6	378409	20281	42977	112	467436	0			0	0	0	0	0	0	0	0	0	2107	3.00	2006	3		
642259																0	21282	1079	798	3	452370	46270	226702	287	701152	0			0	0	0	0	0	0	0	0	0	73703	111.00	75280	108		
642437																0	11155	841	549	2	82882	7588	19542	31	114128	0			0	0	0	0	0	0	0	0	0	2974	7.00	3116	6		
642549															169254	0	42981	3456	3416	7	379184	34539	386733	252	812314	0	830312	0	0	0	0	0	0	0	0	0	5002	74965	75.00	55061	57		
642857																0	9203	487	726	1	149184	13122	28909	48	188022	0			0	0	0	0	0	0	0	0	15677	4590	9.9000	8221	12		
642866																0	1238	63	0	0	56028	2175	9252	24	66518	0			0	0	0	0	0	0	0	0	0	953	3.00	0	0		
