"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	
167060																																													7798	5062	50755	0	408	408	9	886	70980	0	70980	25410	1870	0	344	495675	156	0	14815	15063	11596	10918	143886	1284	0	6021	1681	3193	1480	212871	43155	66382	83340	64556	0	7798	0	7798	0	0	0	0	1057	66	0		0	0	15063	48572	59789	181989	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167453																																													0	6984	429		79		5526	0			8618	970	4629	0	467	63321	0	0	0	15151	4408	441	27556	1732	4890	7151	1140	58	0	14516	10931	14095	7404	707	93								561	213			0	0	5140	6255	3805	86			0			0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167556																																													0	2595	0		0		3485	0			7140	2962	5584	0	0	50158	0	167	0	13850	576	3086	22447	935	3386	3356	2735	3352	0	13800	9483	7147	4059	1514	0								0	0			0	0	2910	0	9306	1583			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167565																																													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167752																																													0	727	0		0		819	0			1190	455	1014	0	0	7885	0	851	0	1994	107	1286	2364	177	410	823	166	418	0	2023	883	1855	999	131	0								0	0			0	0	105	0	0	623			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167855																																													0	6354	3722		76		15955	0			26047	7083	4722	0	184	139759	0	733	0	17417	2347	142	54260	4335	3436	2643	4716	819	1239	44026	17678	21317	22503	14275	1964								0	295			0	0	1284	11816	17576	24148			0			0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167864																																													0	1117	5870		77		473	0			79672	0	7844	0	0	139353	0	0	0	12678	0	1447	67969	2903	1279	2343	6093	60	0	96050	6270	10588	9703	1075	0								0	0			0	0	7893	2298	10102	11329			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168366																																													0	6615	33		79		352	0			30916	0	10752	0	0	154492	0	0	0	27993	1324	5453	52704	5961	3052	7925	5815	4721	494	77464	14650	17880	9507	2048	0								0	0			0	0	26582	15121	15135	19590			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168441																																													0	301	24354		91		0	227			18762	15729	1384	0	1050	191260	0	0	579	59817	7640	16126	26097	1117	4185	1885	3038	10462	38780	44303	8910	25440	30613	15343	4828								0	98			0	0	3650	12900	20270	25214			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168571																																													0	132	0		0		164	298			1930	181	1589	0	0	23912	25	0	0	10627	576	5313	1190	257	187	2287	1758	4739	1319	930	2567	3681	2874	3148	0								0	0			0	0	0	1043	6040	1655			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168731																																													0	769	10758	0	840	840	17	0	67230	0	67230	28198	2373	0	0	279822	28	0	9017	17640	3734	2251	105564	2896	2975	3419	7105	1034	134	118087	29407	37805	49844	20954	905	0	0	0	0	0	0	0	0	388	0		0	0	7688	40076	54616	45523	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169073																																													0	659	12037	0	0	0	0	0	43143	0	43143	15759	1993	0	0	323039	376	0	0	103805	5549	27533	35419	7848	817	9836	26649	38936	19362	71754	12625	47335	77184	7447	928	0	0	0	0	0	0	0	0	0	0		0	0	7615	19491	46047	67317	0	0	0			0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169327																																													0	13337	0		167		2425	1432			21163	17340	5494	0	1152	178481	0	0	0	33140	1812	818	46369	2194	5179	7799	4212	13638	113	31867	12677	33746	28332	38266	91								0	0			0	0	6197	6621	27361	42272			0			0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169354																																													0	1975	0		16		12772	0			12679	0	4258	0	0	37713	0	0	798	1806	0	0	18296	643	221	359	545	38	0	20096	5099	5525	4982	168	0								0	0			0	0	0	1076	2375	756			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169653																																													0	111752	186874	0	56991	56991	28730	0	2499144	1213	2500357	407517	60770	0	29259	8875171	8458	19091	86113	1087443	90065	686793	3302434	123671	144270	323222	170748	201576	53865	4273614	666952	1046323	807994	657138	29069	0	0	0	0	0	0	0	12	8285	0		43955	22188	1182117	702566	1126785	1285015	2957	16134	6901			22560	60868	0	0	0	20996	0	0	0	0	0	0	0	0	0	0	0	20724	0	0	0	0	0	0	0	0	
169756																																													0	4128	598		0		2351	0			34506	2485	5152	0	0	148186	76	0	0	35478	754	2159	14665	1587	1398	2697	5329	10987	13449	23594	53914	5999	7120	11772	9407								0	0			0	0	0	6920	11801	44089			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169952																																													0	3339	298		21		2680	0			22805	1029	3328	0	0	65725	0	0	0	10129	1947	10129	24384	957	2090	5047	514	446	623	15612	10788	18872	3365	2946	1019								306	314			0	0	2203	165	2564	14597			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170051																																													0	560	17874	0	303	303	0	0	81629	0	81629	3860	3532	0	11937	401093	507	0	0	21585	1613	7188	182806	7212	8370	5163	775	65	0	162812	84435	93313	22348	3383	4895	0	0	0	0	0	0	0	73	109	0		0	0	9633	72782	21403	154707	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170257																																													0	2176	0		53		6486	0			2081	0	4971	0	437	29628	0	0	0	8604	105	0	173	626	434	725	1352	5467	0	5740	3876	3003	5860	2467	0								0	0			0	0	896	128	3574	117			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170332																																													0	0	9534		0		0	0			9654	3611	32063	0	1877	169932	0	0	0	74452	913	71844	12345	4204	6246	11959	3547	6179	41661	12808	10291	21909	20855	16534	12923								0	276			0	0	0	4304	22019	11229			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170640																																													0	1101	0		0		2925	0			922	0	3582	0	0	13498	0	0	0	3218	534	306	4361	114	192	1330	1025	557	0	990	3136	2633	2869	629	0								0	17			0	0	0	0	653	546			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170716																																													0	0	0	0	10697	10697	18433	14110	455915	3930	459845	0	1227345	0	456199	4331308	8236	0	0	1102871	12576	55	1919404	66017	120521	332334	209070	302053	34440	1685525	315020	652501	360808	93489	423	0	0	0	0	0	0	0	61561	8680	0	0	0	0	311608	97638	708	571383	0	0	0			0	31116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170976																																													0	0	2811		0		0	0			0	3032	458	0	0	34696	121	0	0	19855	2138	8189	1811	154	2187	3064	2647	4337	6609	6080	755	3686	788	2097	1474								0	81			0	0	2185	763	3494	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171133	254943	25	0	0	24428	4092	2260	0	0	365006	532	0	162985	106995	44842	33338	28473	54572	7069	0	0	0	0	78421	0	1369	26371		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70091	681	21075	0	25	25	0		24428	4092	28520	3186	2260	0	0	356676	532	0		87696	4860	54257		3252	7896	32956	20366	2405	18941							0			0	70091			0	1369					17975	19706	23311	76453			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171656																																													0	973	0		148		1067	0			15471	968	3311	0	0	58824	0	0	0	9817	1209	5007	16684	1611	3767	2408	313	1336	340	15446	8743	8007	6790	7830	0								0	54			0	0	2450	2557	7646	13153			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171759																																													0	12441	1453		44		12003	0			7401	2746	2501	0	1885	60366	0	90	0	7939	2498	746	15871	409	1403	2374	1942	689	868	9642	7150	14328	11259	8462	1370								0	231		0	0	0	682	2449	3790	2213			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171768																																													0	13550	1452		243		6285	0			8551	0	8726	0	259	130223	0	0	0	50578	741	3612	51254	29148	1450	2305	1634	6563	9478	9748	14512	15196	13945	13153	12112								207	0			0	0	6066	14242	13742	5581			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172158																																													0	6922	12		22		11622	0			7099	0	5150	0	0	45095	0	0	0	9253	0	6883	9357	906	2381	2540	1631	1067	728	4445	12676	8984	6157	3090	490								0	0			0	0	506	0	0	4509			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172251																																													0	1694	0		18		1231	0			1938	0	984	0	258	24740	0	0	0	9368	960	0	12939	1527	2991	4697	14	25	0	3894	5045	4787	269	646	0								0	18			0	0	1555	1109	3853	1754			0			181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172457																																													0	2447	1935		73		186	0			25762	910	12892	0	0	243761	0	0	0	43301	7890	34510	90819	10321	7903	20141	3109	547	935	98590	18176	38610	34328	9851	0								850	522			0	0	50670	31414	20692	44217			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172747																																													0	0	11906		347		0	0			30982	18391	2514	0	1653	145232	49	0	0	19753	921	0	65317	4705	2857	5191	6617	0	0	66617	10309	10987	27636	1339	1804								0	0			0	0	10977	7392	24302	16143			0			0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172859																																													0	7922	220		283		32830	0			8120	0	4686	0	926	65960	0	0	0	5979	82	826	24067	263	1161	874	2069	1474	138	7525	25723	7892	12462	5503	737								2350	0		0	0	0	653	0	882	1027			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173306																																													0	1133	6246		1338		863	0			12818	15491	1802	0	6304	179738	82	0	175	87216	4642	59772	14461	3145	56470	219	1263	22734	3371	36876	9637	5022	7026	12026	21596								0	60			0	0	3882	1479	27789	8757			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173342																																													0	3072	299		21		1497	0			4980	0	2378	0	409	29457	0	0	0	11789	375	0	7312	502	1801	2155	2947	3469	881	1876	3133	6128	4448	1963	117								0	0			0	0	492	467	3678	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173548																																													0	9997	0		0		4231	0			12780	0	2465	0	0	41341	0	0	0	11780	0	0	4297	776	1202	4334	3125	1744	384	4423	5877	6642	7811	4381	375								0	51			0	0	14	0	0	23			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173557																																													0	514	8105	123	317	194	0	0	16219	0	16219	6600	4985	0	711	257386	0	0	0	34499	2516	12956	104872	6017	6935	19764	1550	19	0	78712	24712	80734	25305	652	0	0	0	0	0	0	0	0	0	314	0		0	0	501	49256	60266	72583	0	0	0			0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173575																																													0	0	21080	0	71	71	0	0	10460	0	10460	23875	4351	0	0	485630	0	0	0	296726	11028	174742	43792	1100	31769	40659	73931	76924	72343	58199	30963	25913	34072	24895	14476	0	0	0	0	0	0	0	0	549	0		0	0	38411	21307	31849	25923	0	0	0			587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173641																																													0	7653	330		328		3297	0			10081	0	4832	0	2307	81366	0	0	578	17700	2417	12928	25142	2980	4193	3105	503	3559	3305	15056	19641	9928	6363	5795	6166								0	0			0	0	631	9010	15132	7648			0			0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173959																																													0	216	0		1647		377	0			4005	0	9809	0	2349	23509	0	0	5571	2796	0	0	6507	0	0	30	313	1980	473	8210	2446	2436	3903	3148	140								0	0			0	0	0	35	0	2275			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174321																																													0	41	55		62		0	0			1401	50	2338	0	0	36562	0	0	0	26603	75	0	2735	28	777	91	327	11648	13693	861	1069	819	1030	4397	1780								0	0			0	0	142	17	0	5778			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174367																																													0	352	16		0		1890	0			2062	0	1861	0	0	11716	1	0	0	2864	0	869	5056	350	691	997	510	271	0	2453	3193	2274	771	118	0								0	0			0	0	0	967	1705	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175056																																													0	33877	2319		69		19652	0			17266	0	5630	0	0	123642	461	0	0	21599	1510	11094	49243	8188	8094	2607	1285	1425	0	45868	21779	8516	16059	7646	1877								0	0			0	0	3119	418	18019	625			0			0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175140																																													0	13003	1553		126		3197	0			20792	6416	4266	0	4171	193619	0	0	0	39409	3826	24669	59375	2666	6583	9487	8694	11418	561	41732	28870	39894	31765	5167	1699								247	382			0	0	5501	31118	27151	32461			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175458																																													0	556	0		26		3449	66			1784	0	1388	0	335	12646	0	17	0	3487	265	0	4341	170	0	1157	2159	0	0	2854	1745	1837	2361	313	10								0	10			0	0	120	171	753	285			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175609																																													0	1038	0		208		0	0			2783	4688	6775	0	0	92657	78	0	0	51905	1466	48100	3947	5660	6728	20204	17573	634	1107	14259	9710	10314	5611	936	0								321	369			0	0	1030	741	16411	5000			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175672																																													0	0	3489		0		0	0			5889	2479	2301	0	0	134744	54	0	553	92872	6788	66112	27941	3663	14690	37302	15006	19766	1864	4709	4879	12151	6246	10765	1079								0	580			0	0	1156	1500	13066	4678			0			640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176053																																													0	2846	0		14		2302	0			4305	0	829	0	429	20253	0	0	0	1557	52	0	11765	150	630	777	0	0	0	2054	9093	4976	578	1240	0								123	33			0	0	0	1436	3321	3006			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176101																																													0	1061	5632	0	724	724	0	31	69865	0	69865	6606	588	0	0	241527	0	0	0	52583	5447	1217	45389	759	183	383	1525	28643	20964	56117	6388	25230	47546	46027	4000	0	0	0	0	0	0	0	0	379	0		0	0	260	10329	58430	29623	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176325																																													0	0	769		34		70	0			4426	883	2748	0	0	46872	0	0	0	25331	1061	23255	4462	2261	2164	6091	14170	497	0	4333	1492	7657	5946	915	1025								0	156			0	0	198	295	4540	6361			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176437																																													109	309	0		28		562	0			13277	0	4326	0	0	37102	0	0	0	7805	0	23	10759	777	1584	5028	232	184	0	12780	5918	6488	1150	556	0								221	0			0	0	355	9665	0	445			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176464																																													0	27787	7324	0	983	983	31274	0	40211	0	40211	0	28851	0	18241	370165	0	2558	0	85905	1907	28813	84711	8916	16538	13502	5293	33929	7727	79419	30709	50259	52846	51754	17757	0	0	0	0	0	0	0	1936	297	0		0	0	13519	27412	52806	29154	0	2558	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176642																																													0	3670	859		873		561	54			2216	907	5450	0	0	83118	0	0	0	43831	1772	21635	10164	3447	10811	14646	8354	5901	575	6409	11196	11229	7474	2629	312								0	83			0	0	4371	1930	9833	6762			0			0	97	6301	3670	907	43831	1772	859	16595	2216	0	83	5450	873	6301	3670	907	43831	1772	859	16595	2216	0	83	5450	873	
177135																																													0	0	0		0		7	0			1170	0	1419	0	119	8413	0	0	0	2924	71	0	4930	0	943	136	0	1075	770	22	3965	194	124	1179	0								0	0			0	0	1241	1149	0	313			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177443																																													0	13341	571		5		9701	13			8680	262	4643	0	504	72252	0	107	0	21057	1650	20045	20880	1798	3596	10277	5085	131	128	5202	18864	11710	10820	3128	1326								377	39			0	0	1183	725	0	9407			0			89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177500																																													0	1447	0		827		809	0			2547	0	1691	0	0	32128	0	0	0	17674	937	0	10226	1093	2016	12908	597	634	206	2523	4594	5191	1606	449	50								0	0			0	0	3910	0	0	2286			0			0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177546																																													0	5134	5078		185		828	13			9934	3015	4032	0	0	97506	0	0	0	16357	2365	5202	59150	3743	6616	4652	166	110	674	26499	27370	13520	3471	575	1887								0	711			0	0	3574	10400	20434	15459			0			94	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177555																																													0	1835	0		17		2434	0			603	0	1134	0	0	8187	0	0	0	2137	0	0	2441	87	61	1111	878	0	0	1078	1308	770	1438	455	1001								0	0			0	0	27	0	0	0			0			66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177751																																													0	0	333	0	6364	6364	0	0	80986	0	80986	0	666	0	830	305745	0	0	0	4588	540	1745	140970	2133	330	850	1275	0	0	110655	27852	47782	111791	1405	0	0	0	0	0	0	0	0	0	0	0		0	0	0	41779	150479	19180	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177920																																													0	1934	0	0	99	99	367	0	63845	0	63845	31680	3688	0	117	270347	0	0	0	132324	3671	100990	20314	7001	25221	53899	20133	19541	4872	45031	12791	20351	33007	23321	2293	0	0	0	0	0	0	0	638	211	0		0	0	1473	2105	19885	8310	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177957																																													0	10157	13719	0	159	159	1886	0	45496	0	45496	18079	4643	0	763	298147	335	25	0	46289	6840	15363	115841	15480	10372	11950	6321	549	563	94429	42272	51315	41213	10700	190	0	0	0	0	0	0	0	0	105	0		0	0	37166	33509	43359	36287	0	25	0			0	2090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178057																																													0	863	0		114		1171	0			591	0	3500	0	32	12376	0	0	0	5664	46	0	2609	137	956	1021	2602	948	0	373	1143	2023	2525	609	0								0	0			0	0	0	0	0	395			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178150																																													0	2836	193		67		79	0			25726	551	6363	0	2953	95199	0	0	0	40380	415	3709	31922	2713	7604	24039	4928	260	0	10411	11228	22580	6435	2202	140								67	19			0	0	4240	0	2125	9185			0			0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178244																																													0	7532	920		54		10792	0			4161	0	6559	0	1619	47982	0	0	0	10768	640	422	18775	595	1832	7035	938	368	0	3706	12642	10924	6633	3309	0								0	9			0	0	612	1639	2677	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178271																																													0	0	0		0		0	0			498	1407	445	0	0	32871	0	0	0	27564	552	9827	707	148	527	2940	6336	3339	14274	1660	691	706	445	1161	644								0	6			0	0	1073	683	0	643			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178356																																													0	432	0		210		0	0			1096	0	6851	0	0	34948	0	0	0	17187	58	0	8495	1199	2229	4224	9517	14	0	3382	1775	4669	7885	21	0								0	0			0	0	900	2886	0	5328			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178851																																													0	15708	1716		3		5012	0			8767	7000	2061	0	0	141084	169	0	0	12237	2578	2508	71106	4099	1216	1062	1938	1518	2404	74710	17530	14140	12542	5743	397								0	155			0	0	20028	34099	23519	8370			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179148																																													0	32865	0		102		21083	0			4116	0	2617	0	0	81473	7	0	0	9173	242	8920	21325	407	1604	1887	4412	420	385	26215	9818	9781	24167	1470	835								139	9			0	0	443	0	10691	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179335																																													0	0	0		0		0	0			20694	2	23622	0	105	116648	0	0	0	34127	3185	0	40504	2953	4628	5771	4810	15965	0	15221	17870	21719	23027	3870	0								0	15			0	0	3115	13120	6631	12032			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179700																																													0	0	6136	0	0	0	0	0	15101	0	15101	13312	21253	0	0	372632	0	0	0	228859	9347	90360	27246	2311	6740	38307	22016	51263	101127	39403	8840	13733	12789	45113	21777	0	0	0	0	0	0	0	0	413	0		0	0	3872	21747	31820	20772	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179755																																													0	6650	0		0		7716	0			7113	3900	3233	0	1177	67443	0	0	0	12670	2181	0	21134	747	1472	5390	1637	2301	999	10088	9223	19190	6378	2685	3416								71	48			0	0	598	6487	10648	4951			0			0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180041																																													0	11304	99		0		13706	0			23385	856	5065	0	0	74666	0	0	0	12314	409	0	34678	347	1575	7163	1535	1342	352	19734	14022	13567	12131	1267	557								0	129			0	0	829	3490	1212	1868			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180078																																													0	0	1040	0	0	0	0	0	18162	0	18162	10902	1176	0	0	342640	0	0	0	154271	5206	34018	54096	5449	12334	5633	16795	98196	12282	72070	11934	28187	53622	15838	1990	0	0	0	0	0	0	0	0	0	170		0	0	23706	32293	75169	20715	0	0	0			245	2732	0	0	0	1677	0	0	0	0	0	0	0	0	0	0	0	1677	0	0	0	0	0	0	0	0	
180144																																													0	5720	0		10		4158	0			2863	0	5399	0	0	34819	0	0	2126	13097	0	2768	7186	1000	2177	2324	3402	3372	810	1835	6530	5691	4732	2342	237								0	70			0	0	410	0	0	3092			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180416																																													0	0	51		55		0	0			18495	1033	25402	0	3297	162816	7	0	3537	69523	5948	34164	3662	496	3820	16794	17997	9678	20286	20716	5256	18774	29908	13050	3521								0	0			0	0	1182	1512	14222	22103			0			0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180443																																													0	8827	0		0		11280	0			4568	7	2636	0	0	36888	0	0	0	5998	0	4376	11997	849	683	2037	2369	60	0	10196	3338	7329	8536	1167	324								0	0		0	0	0	0	0	3572	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180537																																													0	135	0		94		816	0			7569	0	19870	0	0	58193	1583	0	0	11020	343	0	27130	797	2465	5535	1396	122	0	6521	17347	14816	8403	404	0								0	0			0	0	0	520	17031	2378			0			0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180845																																													0	8585	348		0		5411	0			5147	524	2214	0	464	44706	1	0	0	12121	134	8717	11210	524	1784	4192	5213	327	81	4485	11958	8612	6254	1195	0								239	0			0	0	448	1770	0	7302			0			23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
